event_type,in_flight,provider,request_id_local,run_id,schema_version,task_name,timestamp_utc,trial_id
concurrency,5,kourier,742595191cf04327830772da6af85077,debug-fixed-proxy,1,unknown,2026-07-29T16:25:51.999344Z,unknown
concurrency,4,kourier,a04093fafcc343048d38dc02cc2431b4,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,unknown,2026-07-29T16:26:01.171430Z,unknown
concurrency,5,kourier,2b93999c03b142a49a4196d57a60eaa3,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,unknown,2026-07-29T16:26:01.268689Z,unknown
concurrency,4,kourier,c4856a2e01004d39932a9f3997d354ff,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,unknown,2026-07-29T16:26:02.846235Z,unknown
concurrency,5,kourier,847930ce91bd4cd6ac7872df13bbef6d,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,unknown,2026-07-29T16:26:02.871731Z,unknown
concurrency,4,kourier,2b93999c03b142a49a4196d57a60eaa3,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,unknown,2026-07-29T16:26:05.572735Z,unknown
concurrency,5,kourier,e6ff0c8887424747ba444b34e89a7cbc,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,unknown,2026-07-29T16:26:05.580281Z,unknown
concurrency,4,kourier,847930ce91bd4cd6ac7872df13bbef6d,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,unknown,2026-07-29T16:26:06.482201Z,unknown
concurrency,5,kourier,6a2f30017066413c8a70ad792447dc90,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,unknown,2026-07-29T16:26:06.495264Z,unknown
concurrency,4,kourier,c8f31f14cafe4452acb7cdb8f2b4e8f7,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,unknown,2026-07-29T16:26:13.535844Z,unknown
concurrency,5,kourier,9311ddd2b319488a9f7c09e3fd48656f,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,unknown,2026-07-29T16:26:13.564618Z,unknown
concurrency,4,kourier,9311ddd2b319488a9f7c09e3fd48656f,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,unknown,2026-07-29T16:26:16.809128Z,unknown
concurrency,5,kourier,c3b5a007ea6747c397b84ab3c2ebfc0d,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,unknown,2026-07-29T16:26:16.832219Z,unknown
concurrency,4,kourier,c3b5a007ea6747c397b84ab3c2ebfc0d,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,unknown,2026-07-29T16:26:20.448330Z,unknown
concurrency,5,kourier,2c20a72a614b4020ab9a4de97c9277d5,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,unknown,2026-07-29T16:26:20.535428Z,unknown
concurrency,4,kourier,1f668b1f145b41ce861bc82aa3f1690a,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,unknown,2026-07-29T16:26:29.670407Z,unknown
concurrency,5,kourier,9be8087002754f63a6be8d66cffff56b,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,unknown,2026-07-29T16:26:29.704913Z,unknown
concurrency,4,kourier,9be8087002754f63a6be8d66cffff56b,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,unknown,2026-07-29T16:26:33.068536Z,unknown
concurrency,5,kourier,26ec1604e39f405292e0f23c83606257,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,unknown,2026-07-29T16:26:33.119465Z,unknown
concurrency,4,kourier,26ec1604e39f405292e0f23c83606257,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,unknown,2026-07-29T16:26:37.127135Z,unknown
concurrency,5,kourier,af0643f4d018414ea43573088d71ff74,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,unknown,2026-07-29T16:26:37.198439Z,unknown
concurrency,1,umans,6c6f02b6f9a14c79b02ef5bdf7fa766b,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:25:27.136654Z,unknown
concurrency,1,electronhub,1a0f5598c50b473b8e27b4f7f164b7bd,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:25:27.170834Z,unknown
concurrency,2,umans,4e17025fc22d49b2a83c051279ab4a0b,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:25:27.178335Z,unknown
concurrency,2,electronhub,c9c632c8e47f48f293e9af7504080b64,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:25:27.196643Z,unknown
concurrency,1,z-ai,46f719eb8ce144cdad77eb5a4e7cb470,tb21-omp-z-ai-smoke-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:25:27.202080Z,unknown
concurrency,2,z-ai,1154ef2cca4e4590833c781e842d1f19,tb21-omp-z-ai-smoke-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:25:27.230098Z,unknown
concurrency,1,z-ai,46f719eb8ce144cdad77eb5a4e7cb470,tb21-omp-z-ai-smoke-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:25:30.351690Z,unknown
concurrency,1,umans,6c6f02b6f9a14c79b02ef5bdf7fa766b,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:25:30.399188Z,unknown
concurrency,2,z-ai,e2a24febb03348af98cf96481b564c2b,tb21-omp-z-ai-smoke-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:25:30.427319Z,unknown
concurrency,2,umans,001ec0cccf414aed8a28a6369a884229,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:25:30.461701Z,unknown
concurrency,1,electronhub,c9c632c8e47f48f293e9af7504080b64,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:25:35.506621Z,unknown
concurrency,2,electronhub,1ab856aa20d74666aeabd52758f68bb8,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:25:35.611386Z,unknown
concurrency,1,electronhub,1ab856aa20d74666aeabd52758f68bb8,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:26:13.948637Z,unknown
concurrency,2,electronhub,a35333e45e5a430b9cc0d44f9f871c9f,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:26:14.339883Z,unknown
concurrency,1,z-ai,1154ef2cca4e4590833c781e842d1f19,tb21-omp-z-ai-smoke-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:26:25.246972Z,unknown
concurrency,2,z-ai,821a6a1769014cc186ff9425dfe3b8a2,tb21-omp-z-ai-smoke-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:26:25.468072Z,unknown
concurrency,1,electronhub,a35333e45e5a430b9cc0d44f9f871c9f,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:26:27.324935Z,unknown
concurrency,2,electronhub,585a09a888574cb9ba8e69e62ac6cb43,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:26:27.368323Z,unknown
concurrency,1,umans,001ec0cccf414aed8a28a6369a884229,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:26:27.968524Z,unknown
concurrency,1,electronhub,1a0f5598c50b473b8e27b4f7f164b7bd,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:26:28.327885Z,unknown
concurrency,2,umans,7e29a62a5c344c2e82e63a6016155c9a,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:26:28.437049Z,unknown
concurrency,2,electronhub,85ee1f350b72418483a98a8cc37a34f8,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:26:28.584550Z,unknown
concurrency,1,z-ai,e2a24febb03348af98cf96481b564c2b,tb21-omp-z-ai-smoke-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:26:29.255012Z,unknown
concurrency,2,z-ai,b7c90c0c641d4fc29ce24ec14dee3365,tb21-omp-z-ai-smoke-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:26:29.529113Z,unknown
concurrency,1,z-ai,b7c90c0c641d4fc29ce24ec14dee3365,tb21-omp-z-ai-smoke-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:26:35.800223Z,unknown
concurrency,2,z-ai,501841bf800b49319c9f9236595f9e8f,tb21-omp-z-ai-smoke-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:26:35.848763Z,unknown
concurrency,1,electronhub,585a09a888574cb9ba8e69e62ac6cb43,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:26:36.593235Z,unknown
concurrency,2,electronhub,4c87881abbbf4a8a96307d34683c10c2,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:26:36.633682Z,unknown
concurrency,1,umans,4e17025fc22d49b2a83c051279ab4a0b,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:26:40.738107Z,unknown
concurrency,2,umans,f4fc1a6553724576ba76090390c15e46,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:26:40.939952Z,unknown
concurrency,1,z-ai,501841bf800b49319c9f9236595f9e8f,tb21-omp-z-ai-smoke-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:26:42.179986Z,unknown
concurrency,2,z-ai,6873be653b374d22bd7e90aa384e9031,tb21-omp-z-ai-smoke-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:26:42.413861Z,unknown
concurrency,1,electronhub,4c87881abbbf4a8a96307d34683c10c2,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:26:44.062174Z,unknown
concurrency,2,electronhub,1c84fded08d342dfb93cd03c7479f0f0,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:26:44.369930Z,unknown
concurrency,1,electronhub,1c84fded08d342dfb93cd03c7479f0f0,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:26:49.488365Z,unknown
concurrency,2,electronhub,07407c9837484eb98878fcbc33c9c957,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:26:49.808283Z,unknown
concurrency,1,umans,f4fc1a6553724576ba76090390c15e46,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:26:50.454221Z,unknown
concurrency,2,umans,c0b9b5edd4bd4320af55ae7d36c8a502,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:26:50.517294Z,unknown
concurrency,1,z-ai,6873be653b374d22bd7e90aa384e9031,tb21-omp-z-ai-smoke-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:26:51.911287Z,unknown
concurrency,1,electronhub,07407c9837484eb98878fcbc33c9c957,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:26:54.392018Z,unknown
concurrency,2,electronhub,03ff7cf43692417cb23c79e5bbac1b39,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:26:54.508315Z,unknown
concurrency,2,z-ai,f0dfcbf8e18d4958b4908c463504f031,tb21-omp-z-ai-smoke-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:26:58.326599Z,unknown
concurrency,1,electronhub,03ff7cf43692417cb23c79e5bbac1b39,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:27:01.810873Z,unknown
concurrency,2,electronhub,d601ccc6ec12479a8335c8b500d8679e,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:27:02.091601Z,unknown
concurrency,1,electronhub,d601ccc6ec12479a8335c8b500d8679e,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:27:07.586768Z,unknown
concurrency,2,electronhub,250bb77ef50b41d7955e283659d6f8d8,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:27:07.869788Z,unknown
concurrency,1,umans,c0b9b5edd4bd4320af55ae7d36c8a502,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:27:10.244519Z,unknown
concurrency,2,umans,be0d7123ed0e490aae57edc7eef2ec64,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:27:10.283028Z,unknown
concurrency,1,electronhub,250bb77ef50b41d7955e283659d6f8d8,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:27:16.305300Z,unknown
concurrency,2,electronhub,b15b4ed15ef9410bb8d6c426d5d4af05,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:27:16.378928Z,unknown
concurrency,1,umans,be0d7123ed0e490aae57edc7eef2ec64,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:27:16.914706Z,unknown
concurrency,2,umans,8f4bde022af040009a42472e16736a2c,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:27:17.444467Z,unknown
concurrency,1,electronhub,b15b4ed15ef9410bb8d6c426d5d4af05,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:27:21.473165Z,unknown
concurrency,2,electronhub,ad700dd4f7724b368453f9704a16f571,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:27:21.803834Z,unknown
concurrency,1,umans,8f4bde022af040009a42472e16736a2c,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:27:24.434081Z,unknown
concurrency,2,umans,b35e3f5caf1247399a396e31a19df5a5,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:27:24.732107Z,unknown
concurrency,1,electronhub,ad700dd4f7724b368453f9704a16f571,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:27:27.058544Z,unknown
concurrency,2,electronhub,373bfaec9c6a4230ad197f69fe956b2c,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:27:27.092352Z,unknown
concurrency,1,umans,7e29a62a5c344c2e82e63a6016155c9a,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:27:29.400141Z,unknown
concurrency,2,umans,0b109cef987247ffa0ce1c4ac87a669c,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:27:29.876783Z,unknown
concurrency,1,electronhub,373bfaec9c6a4230ad197f69fe956b2c,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:27:33.004952Z,unknown
concurrency,2,electronhub,8977f8aca2294e78ac74d5c132ba17d3,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:27:33.080461Z,unknown
concurrency,1,electronhub,8977f8aca2294e78ac74d5c132ba17d3,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:27:37.871323Z,unknown
concurrency,1,z-ai,f0dfcbf8e18d4958b4908c463504f031,tb21-omp-z-ai-smoke-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:27:42.406573Z,unknown
concurrency,0,electronhub,85ee1f350b72418483a98a8cc37a34f8,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:27:43.984456Z,unknown
concurrency,1,electronhub,15cb6340a80746a2b83c03982a54106e,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:27:44.061880Z,unknown
concurrency,2,electronhub,885c506bf64f49439d550eb48fd528c1,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:27:44.267810Z,unknown
concurrency,1,umans,b35e3f5caf1247399a396e31a19df5a5,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:27:45.861074Z,unknown
concurrency,2,umans,6ef0a990a8eb494fb1847b60c0368ff2,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:27:45.906470Z,unknown
concurrency,1,umans,0b109cef987247ffa0ce1c4ac87a669c,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:27:46.507589Z,unknown
concurrency,2,umans,9418349ac67f49989a8f8c203388af5a,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:27:46.773020Z,unknown
concurrency,1,electronhub,15cb6340a80746a2b83c03982a54106e,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:27:54.164687Z,unknown
concurrency,2,electronhub,801bc7b76431404e9747294de4f8b606,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:27:54.685249Z,unknown
concurrency,1,umans,6ef0a990a8eb494fb1847b60c0368ff2,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:27:55.462396Z,unknown
concurrency,2,umans,9ead4482fa404b2d8b6a3a6e48884bdf,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:27:55.508829Z,unknown
concurrency,1,electronhub,885c506bf64f49439d550eb48fd528c1,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:28:00.615610Z,unknown
concurrency,2,electronhub,47665dba536941ad9aa5f51d3d7ec66e,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:28:00.683875Z,unknown
concurrency,0,z-ai,821a6a1769014cc186ff9425dfe3b8a2,tb21-omp-z-ai-smoke-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:28:01.794638Z,unknown
concurrency,1,z-ai,bf832c73eb254e0b845ade3e711184c2,tb21-omp-z-ai-smoke-glm-5.2-20260725-222507,1,unknown,2026-07-25T22:28:01.861382Z,unknown
concurrency,1,electronhub,801bc7b76431404e9747294de4f8b606,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:28:02.854666Z,unknown
concurrency,2,electronhub,789a8d78db774e38a47aaf7cce7bedc7,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,unknown,2026-07-25T22:28:03.244727Z,unknown
