cache_read_tokens_reported,cache_write_tokens_reported,completed_at_utc,container_id,content_chunk_count,decode_wall_time_ms,error_message_sanitized,error_type,event_type,finish_reason,first_content_event_at_utc,first_stream_event_at_utc,http_status,in_flight_requests_at_start,input_tokens_estimated,input_tokens_reported,last_content_event_at_utc,model,output_tokens_estimated,output_tokens_reported,process_id,provider,provider_request_id,request_duration_ms,request_id_local,request_path,retry_index,run_id,schema_version,started_at_utc,stream_event_count,target_path,task_name,tokenizer_method,trial_id,ttft_content_ms,ttft_stream_event_ms,usage_source
,,2026-07-29T16:23:52.804320Z,,0,,,,request,,,2026-07-29T16:23:50.814135Z,200,2,,,,qwen3.6-35b,,,,kourier,chatcmpl-RFqsBiCJVNKKQFBfNkfwwe4h,9432,07c5945ef3e84cbb83ee0cc9a5703b56,/chat/completions,0,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,2026-07-29T16:23:43.372280Z,0,/v1/chat/completions,unknown,,unknown,,7442,not_reported
,,2026-07-29T16:23:52.846689Z,,0,,,,request,,,2026-07-29T16:23:50.198721Z,200,3,,,,qwen3.6-35b,,,,kourier,chatcmpl-t0y1TQsnJ0x08XEGCV71QgaH,9460,40dbaa51995a48ac8d7b17238b705205,/chat/completions,0,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,2026-07-29T16:23:43.386466Z,0,/v1/chat/completions,unknown,,unknown,,6812,not_reported
,,2026-07-29T16:23:52.877169Z,,0,,,,request,,,2026-07-29T16:23:50.100589Z,200,5,,,,qwen3.6-35b,,,,kourier,chatcmpl-drm2IumQhny0hP8a11TXMpGR,9462,27b7700665b44c62adb93917acf26fa2,/chat/completions,0,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,2026-07-29T16:23:43.414721Z,0,/v1/chat/completions,unknown,,unknown,,6686,not_reported
,,2026-07-29T16:24:00.437289Z,,0,,,,request,,,2026-07-29T16:23:57.834460Z,200,3,,,,qwen3.6-35b,,,,kourier,chatcmpl-JzcmZ7RMxKSTNMBDyfNRBoBT,7488,8f27a0dda5d34dd890fb060910595b84,/chat/completions,0,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,2026-07-29T16:23:52.949424Z,0,/v1/chat/completions,unknown,,unknown,,4885,not_reported
,,2026-07-29T16:24:01.293200Z,,0,,,,request,,,2026-07-29T16:23:58.368237Z,200,4,,,,qwen3.6-35b,,,,kourier,chatcmpl-4YA5dLUuZwS5eqOeHU5Ex9m3,8089,b93e875cdb4a4d72ab3083e7f08e721a,/chat/completions,0,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,2026-07-29T16:23:53.204361Z,0,/v1/chat/completions,unknown,,unknown,,5164,not_reported
,,2026-07-29T16:24:05.734914Z,,0,,,,request,,,2026-07-29T16:24:05.114941Z,200,4,,,,qwen3.6-35b,,,,kourier,chatcmpl-Cyzxplxr1pEUBQRh6hmI9qpQ,4391,820be95eaed84547ba185ba04a6f2608,/chat/completions,0,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,2026-07-29T16:24:01.343631Z,0,/v1/chat/completions,unknown,,unknown,,3771,not_reported
,,2026-07-29T16:24:08.315990Z,,0,,,,request,,,2026-07-29T16:24:05.482221Z,200,5,,,,qwen3.6-35b,,,,kourier,chatcmpl-H8jWram1P5cJ6eWU90bH9S3X,6406,a796e8731f0042cd93ed0733249cb2a5,/chat/completions,0,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,2026-07-29T16:24:01.910074Z,0,/v1/chat/completions,unknown,,unknown,,3572,not_reported
,,2026-07-29T16:24:15.799845Z,,0,,,,request,,,2026-07-29T16:24:12.444073Z,200,5,,,,qwen3.6-35b,,,,kourier,chatcmpl-jwIyWpTS8UC9LOD635B4M5Rm,7210,51b83af0cfbb47d0a36778b0a116e427,/chat/completions,0,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,2026-07-29T16:24:08.590267Z,0,/v1/chat/completions,unknown,,unknown,,3854,not_reported
,,2026-07-29T16:24:20.445696Z,,0,,,,request,,,2026-07-29T16:24:19.629754Z,200,5,,,,qwen3.6-35b,,,,kourier,chatcmpl-eyGKTxyEWMvBEdwCRLWKfVkp,4566,47d65bfdc10d4cdf91936a1604c57a92,/chat/completions,0,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,2026-07-29T16:24:15.879885Z,0,/v1/chat/completions,unknown,,unknown,,3750,not_reported
,,2026-07-29T16:25:51.985278Z,,0,,[Errno 104] Connection reset by peer,ConnectionResetError,request,,,,524,1,,,,qwen3.6-35b,,,,kourier,,128647,f924f5274ef64f8eb0fdb1f8596957be,/chat/completions,0,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,2026-07-29T16:23:43.338506Z,0,/v1/chat/completions,unknown,,unknown,,,not_reported
,,2026-07-29T16:26:01.243750Z,,0,,[Errno 104] Connection reset by peer,ConnectionResetError,request,,,,524,5,,,,qwen3.6-35b,,,,kourier,,129021,a04093fafcc343048d38dc02cc2431b4,/chat/completions,0,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,2026-07-29T16:23:52.222345Z,0,/v1/chat/completions,unknown,,unknown,,,not_reported
,,2026-07-29T16:26:02.858276Z,,0,,[Errno 104] Connection reset by peer,ConnectionResetError,request,,,,524,5,,,,qwen3.6-35b,,,,kourier,,128940,c4856a2e01004d39932a9f3997d354ff,/chat/completions,0,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,2026-07-29T16:23:53.918184Z,0,/v1/chat/completions,unknown,,unknown,,,not_reported
,,2026-07-29T16:26:05.526288Z,,0,,,,request,,,2026-07-29T16:26:04.710996Z,200,5,,,,qwen3.6-35b,,,,kourier,chatcmpl-Aaot53aessQ5EKaekKzftWeH,21622,2b93999c03b142a49a4196d57a60eaa3,/chat/completions,0,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,2026-07-29T16:25:43.904341Z,0,/v1/chat/completions,unknown,,unknown,,20807,not_reported
,,2026-07-29T16:26:06.390336Z,,0,,,,request,,,2026-07-29T16:26:05.050001Z,200,5,,,,qwen3.6-35b,,,,kourier,chatcmpl-kkh4jVLJdldHoa96GgT0KKgy,13681,847930ce91bd4cd6ac7872df13bbef6d,/chat/completions,0,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,2026-07-29T16:25:52.708912Z,0,/v1/chat/completions,unknown,,unknown,,12341,not_reported
,,2026-07-29T16:26:13.545617Z,,0,,[Errno 104] Connection reset by peer,ConnectionResetError,request,,,,524,5,,,,qwen3.6-35b,,,,kourier,,127658,c8f31f14cafe4452acb7cdb8f2b4e8f7,/chat/completions,0,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,2026-07-29T16:24:05.887301Z,0,/v1/chat/completions,unknown,,unknown,,,not_reported
,,2026-07-29T16:26:16.791713Z,,0,,,,request,,,2026-07-29T16:26:15.382782Z,200,5,,,,qwen3.6-35b,,,,kourier,chatcmpl-gmfTKZMYdybtbTSDRhCbzPzs,11190,9311ddd2b319488a9f7c09e3fd48656f,/chat/completions,0,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,2026-07-29T16:26:05.601670Z,0,/v1/chat/completions,unknown,,unknown,,9781,not_reported
,,2026-07-29T16:26:20.177098Z,,0,,,,request,,,2026-07-29T16:26:18.232610Z,200,5,,,,qwen3.6-35b,,,,kourier,chatcmpl-j6v6vqE2TaxW57JZTFNClk9V,13828,c3b5a007ea6747c397b84ab3c2ebfc0d,/chat/completions,0,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,2026-07-29T16:26:06.349136Z,0,/v1/chat/completions,unknown,,unknown,,11883,not_reported
,,2026-07-29T16:26:29.691826Z,,0,,[Errno 104] Connection reset by peer,ConnectionResetError,request,,,,524,5,,,,qwen3.6-35b,,,,kourier,,128010,1f668b1f145b41ce861bc82aa3f1690a,/chat/completions,0,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,2026-07-29T16:24:21.682133Z,0,/v1/chat/completions,unknown,,unknown,,,not_reported
,,2026-07-29T16:26:32.844716Z,,0,,,,request,,,2026-07-29T16:26:31.470908Z,200,5,,,,qwen3.6-35b,,,,kourier,chatcmpl-xgp0FjLrJI0aOOSiIX64AbpB,12249,9be8087002754f63a6be8d66cffff56b,/chat/completions,0,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,2026-07-29T16:26:20.595249Z,0,/v1/chat/completions,unknown,,unknown,,10876,not_reported
,,2026-07-29T16:26:37.082839Z,,0,,,,request,,,2026-07-29T16:26:34.812108Z,200,5,,,,qwen3.6-35b,,,,kourier,chatcmpl-DE9zp0qBFHhMHX4ztWssi54g,16059,26ec1604e39f405292e0f23c83606257,/chat/completions,0,tb21-omp-kourier-full-qwen3.6-35b-20260729-162318,1,2026-07-29T16:26:21.023536Z,0,/v1/chat/completions,unknown,,unknown,,13789,not_reported
20352,,2026-07-25T22:25:30.349387Z,,2,0,,,request,tool_calls,2026-07-25T22:25:30.349196Z,2026-07-25T22:25:30.348553Z,200,1,,20397,2026-07-25T22:25:30.349255Z,glm-5.2,,57,,z-ai,,3148,46f719eb8ce144cdad77eb5a4e7cb470,,0,tb21-omp-z-ai-smoke-glm-5.2-20260725-222507,1,2026-07-25T22:25:27.201228Z,19,,unknown,,unknown,3148,3147,provider_stream
832,,2026-07-25T22:25:30.397559Z,,0,,,,request,,,2026-07-25T22:25:29.492592Z,200,1,,10712,,umans-glm-5.2,,109,,umans,4ac3174b-80c3-43ce-bc52-101f63b149ee,3262,6c6f02b6f9a14c79b02ef5bdf7fa766b,,0,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,2026-07-25T22:25:27.135600Z,38,,unknown,,unknown,,2357,provider_stream
20352,,2026-07-25T22:25:35.504376Z,,2,139,,,request,tool_calls,2026-07-25T22:25:35.356267Z,2026-07-25T22:25:35.167233Z,200,2,,20398,2026-07-25T22:25:35.494876Z,glm-5.2:dev,,56,,electronhub,,8309,c9c632c8e47f48f293e9af7504080b64,,0,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,2026-07-25T22:25:27.195816Z,18,,unknown,,unknown,8160,7971,provider_stream
20352,,2026-07-25T22:26:13.944248Z,,91,4079,,,request,tool_calls,2026-07-25T22:26:09.858268Z,2026-07-25T22:25:42.366986Z,200,2,,21666,2026-07-25T22:26:13.937089Z,glm-5.2:dev,,2315,,electronhub,,38334,1ab856aa20d74666aeabd52758f68bb8,,0,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,2026-07-25T22:25:35.610491Z,1951,,unknown,,unknown,34248,6756,provider_stream
20352,,2026-07-25T22:26:25.244663Z,,13,1,,,request,tool_calls,2026-07-25T22:26:25.243929Z,2026-07-25T22:25:32.223184Z,200,2,,20402,2026-07-25T22:26:25.244519Z,glm-5.2,,3628,,z-ai,,58015,1154ef2cca4e4590833c781e842d1f19,,0,tb21-omp-z-ai-smoke-glm-5.2-20260725-222507,1,2026-07-25T22:25:27.229177Z,3550,,unknown,,unknown,58015,4994,provider_stream
21632,,2026-07-25T22:26:27.322856Z,,56,5636,,,request,tool_calls,2026-07-25T22:26:21.685650Z,2026-07-25T22:26:21.685565Z,200,2,,22462,2026-07-25T22:26:27.322004Z,glm-5.2:dev,,559,,electronhub,,12984,a35333e45e5a430b9cc0d44f9f871c9f,,0,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,2026-07-25T22:26:14.338618Z,57,,unknown,,unknown,7347,7347,provider_stream
11520,,2026-07-25T22:26:27.966331Z,,0,,,,request,,,2026-07-25T22:25:32.271757Z,200,2,,1361,,umans-glm-5.2,,4098,,umans,4d74319e-dbcf-494e-a307-97cd6c5e2cbc,57505,001ec0cccf414aed8a28a6369a884229,,0,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,2026-07-25T22:25:30.460924Z,1585,,unknown,,unknown,,1811,provider_stream
20352,,2026-07-25T22:26:28.324981Z,,19,564,,,request,tool_calls,2026-07-25T22:26:27.752321Z,2026-07-25T22:25:35.167050Z,200,1,,20403,2026-07-25T22:26:28.316542Z,glm-5.2:dev,,4169,,electronhub,,61156,1a0f5598c50b473b8e27b4f7f164b7bd,,0,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,2026-07-25T22:25:27.168587Z,4119,,unknown,,unknown,60584,7998,provider_stream
21632,,2026-07-25T22:26:29.252470Z,,13,1,,,request,tool_calls,2026-07-25T22:26:29.251792Z,2026-07-25T22:25:37.559618Z,200,2,,21665,2026-07-25T22:26:29.252327Z,glm-5.2,,3150,,z-ai,,58826,e2a24febb03348af98cf96481b564c2b,,0,tb21-omp-z-ai-smoke-glm-5.2-20260725-222507,1,2026-07-25T22:25:30.426434Z,3084,,unknown,,unknown,58825,7133,provider_stream
21632,,2026-07-25T22:26:35.797779Z,,1,0,,,request,tool_calls,2026-07-25T22:26:35.797629Z,2026-07-25T22:26:35.797567Z,200,2,,21756,2026-07-25T22:26:35.797624Z,glm-5.2,,78,,z-ai,,6270,b7c90c0c641d4fc29ce24ec14dee3365,,0,tb21-omp-z-ai-smoke-glm-5.2-20260725-222507,1,2026-07-25T22:26:29.528025Z,2,,unknown,,unknown,6270,6269,provider_stream
22400,,2026-07-25T22:26:36.590441Z,,84,1851,,,request,tool_calls,2026-07-25T22:26:34.734380Z,2026-07-25T22:26:34.734284Z,200,2,,23674,2026-07-25T22:26:36.585755Z,glm-5.2:dev,,178,,electronhub,,9223,585a09a888574cb9ba8e69e62ac6cb43,,0,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,2026-07-25T22:26:27.367412Z,85,,unknown,,unknown,7367,7367,provider_stream
832,,2026-07-25T22:26:40.735827Z,,0,,,,request,,,2026-07-25T22:25:32.221105Z,200,2,,10717,,umans-glm-5.2,,5996,,umans,6347ab45-fbd2-436d-a8c3-3a40cae5dcc9,73558,4e17025fc22d49b2a83c051279ab4a0b,,0,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,2026-07-25T22:25:27.177486Z,1968,,unknown,,unknown,,5044,provider_stream
21696,,2026-07-25T22:26:42.177196Z,,1,0,,,request,tool_calls,2026-07-25T22:26:42.176630Z,2026-07-25T22:26:42.176559Z,200,2,,21853,2026-07-25T22:26:42.176624Z,glm-5.2,,48,,z-ai,,6329,501841bf800b49319c9f9236595f9e8f,,0,tb21-omp-z-ai-smoke-glm-5.2-20260725-222507,1,2026-07-25T22:26:35.847887Z,2,,unknown,,unknown,6329,6329,provider_stream
23616,,2026-07-25T22:26:44.060111Z,,1,0,,,request,tool_calls,2026-07-25T22:26:44.057071Z,2026-07-25T22:26:44.056998Z,200,2,,23871,2026-07-25T22:26:44.057066Z,glm-5.2:dev,,57,,electronhub,,7428,4c87881abbbf4a8a96307d34683c10c2,,0,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,2026-07-25T22:26:36.632294Z,2,,unknown,,unknown,7425,7425,provider_stream
23808,,2026-07-25T22:26:49.486196Z,,37,848,,,request,tool_calls,2026-07-25T22:26:48.632366Z,2026-07-25T22:26:48.632303Z,200,2,,24011,2026-07-25T22:26:49.480239Z,glm-5.2:dev,,78,,electronhub,,5117,1c84fded08d342dfb93cd03c7479f0f0,,0,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,2026-07-25T22:26:44.368939Z,38,,unknown,,unknown,4263,4263,provider_stream
11520,,2026-07-25T22:26:50.452463Z,,0,,,,request,,,2026-07-25T22:26:46.768937Z,200,2,,6126,,umans-glm-5.2,,533,,umans,3071ae55-83d5-48e3-b98d-6bf1d0428b74,9514,f4fc1a6553724576ba76090390c15e46,,0,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,2026-07-25T22:26:40.938709Z,161,,unknown,,unknown,,5830,provider_stream
,,2026-07-25T22:26:51.909206Z,,1,0,,,request,,2026-07-25T22:26:51.909023Z,2026-07-25T22:26:51.908934Z,200,2,,,2026-07-25T22:26:51.909018Z,glm-5.2,,,,z-ai,,9497,6873be653b374d22bd7e90aa384e9031,,0,tb21-omp-z-ai-smoke-glm-5.2-20260725-222507,1,2026-07-25T22:26:42.412535Z,2,,unknown,,unknown,9496,9496,not_reported
24000,,2026-07-25T22:26:54.389996Z,,1,0,,,request,tool_calls,2026-07-25T22:26:54.388255Z,2026-07-25T22:26:54.388163Z,200,2,,24104,2026-07-25T22:26:54.388249Z,glm-5.2:dev,,47,,electronhub,,4583,07407c9837484eb98878fcbc33c9c957,,0,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,2026-07-25T22:26:49.807320Z,2,,unknown,,unknown,4581,4581,provider_stream
24064,,2026-07-25T22:27:01.808241Z,,1,0,,,request,tool_calls,2026-07-25T22:27:01.804399Z,2026-07-25T22:27:01.804327Z,200,2,,24173,2026-07-25T22:27:01.804394Z,glm-5.2:dev,,40,,electronhub,,7301,03ff7cf43692417cb23c79e5bbac1b39,,0,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,2026-07-25T22:26:54.507339Z,2,,unknown,,unknown,7297,7297,provider_stream
24128,,2026-07-25T22:27:07.584523Z,,41,1247,,,request,tool_calls,2026-07-25T22:27:06.333503Z,2026-07-25T22:27:06.333429Z,200,2,,24229,2026-07-25T22:27:07.580310Z,glm-5.2:dev,,117,,electronhub,,5494,d601ccc6ec12479a8335c8b500d8679e,,0,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,2026-07-25T22:27:02.090636Z,42,,unknown,,unknown,4243,4243,provider_stream
17600,,2026-07-25T22:27:10.242398Z,,0,,,,request,,,2026-07-25T22:26:56.739292Z,200,2,,600,,umans-glm-5.2,,1328,,umans,df6e6849-e43c-451d-8dc6-d58bcef5b57f,19726,c0b9b5edd4bd4320af55ae7d36c8a502,,0,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,2026-07-25T22:26:50.516248Z,371,,unknown,,unknown,,6223,provider_stream
24192,,2026-07-25T22:27:16.302224Z,,65,1389,,,request,tool_calls,2026-07-25T22:27:14.909646Z,2026-07-25T22:27:14.909550Z,200,2,,24370,2026-07-25T22:27:16.298495Z,glm-5.2:dev,,115,,electronhub,,8433,250bb77ef50b41d7955e283659d6f8d8,,0,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,2026-07-25T22:27:07.868812Z,66,,unknown,,unknown,7041,7041,provider_stream
18176,,2026-07-25T22:27:16.912661Z,,0,,,,request,,,2026-07-25T22:27:16.904238Z,200,2,,1379,,umans-glm-5.2,,31,,umans,6427ea35-d71f-4e06-984e-78828b207d4b,6631,be0d7123ed0e490aae57edc7eef2ec64,,0,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,2026-07-25T22:27:10.281913Z,13,,unknown,,unknown,,6622,provider_stream
24320,,2026-07-25T22:27:21.471049Z,,32,795,,,request,tool_calls,2026-07-25T22:27:20.673335Z,2026-07-25T22:27:20.673269Z,200,2,,24554,2026-07-25T22:27:21.468312Z,glm-5.2:dev,,92,,electronhub,,5094,b15b4ed15ef9410bb8d6c426d5d4af05,,0,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,2026-07-25T22:27:16.377538Z,33,,unknown,,unknown,4296,4296,provider_stream
19520,,2026-07-25T22:27:24.431921Z,,0,,,,request,,,2026-07-25T22:27:24.430732Z,200,2,,125,,umans-glm-5.2,,60,,umans,02895a0e-403a-4ece-bf00-ac4b7ed53d4e,6989,8f4bde022af040009a42472e16736a2c,,0,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,2026-07-25T22:27:17.443249Z,23,,unknown,,unknown,,6987,provider_stream
24512,,2026-07-25T22:27:27.056276Z,,28,714,,,request,tool_calls,2026-07-25T22:27:26.339220Z,2026-07-25T22:27:26.339133Z,200,2,,24782,2026-07-25T22:27:27.053210Z,glm-5.2:dev,,73,,electronhub,,5253,ad700dd4f7724b368453f9704a16f571,,0,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,2026-07-25T22:27:21.802794Z,29,,unknown,,unknown,4536,4536,provider_stream
12864,,2026-07-25T22:27:29.397640Z,,0,,,,request,,,2026-07-25T22:26:30.749603Z,200,2,,4505,,umans-glm-5.2,,4884,,umans,ee7ad84e-d91b-4e43-b07b-0d430592ece5,60962,7e29a62a5c344c2e82e63a6016155c9a,,0,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,2026-07-25T22:26:28.435744Z,1911,,unknown,,unknown,,2314,provider_stream
24768,,2026-07-25T22:27:33.001963Z,,66,1167,,,request,tool_calls,2026-07-25T22:27:31.833483Z,2026-07-25T22:27:31.833380Z,200,2,,24904,2026-07-25T22:27:33.000293Z,glm-5.2:dev,,112,,electronhub,,5911,373bfaec9c6a4230ad197f69fe956b2c,,0,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,2026-07-25T22:27:27.091383Z,67,,unknown,,unknown,4742,4742,provider_stream
24896,,2026-07-25T22:27:37.868403Z,,1,0,,,request,tool_calls,2026-07-25T22:27:37.865271Z,2026-07-25T22:27:37.865198Z,200,2,,25053,2026-07-25T22:27:37.865266Z,glm-5.2:dev,,68,,electronhub,,4789,8977f8aca2294e78ac74d5c132ba17d3,,0,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,2026-07-25T22:27:33.079306Z,2,,unknown,,unknown,4786,4786,provider_stream
21952,,2026-07-25T22:27:42.404030Z,,50,8062,,,request,tool_calls,2026-07-25T22:27:34.341923Z,2026-07-25T22:27:05.489302Z,200,2,,22472,2026-07-25T22:27:42.403757Z,glm-5.2,,2708,,z-ai,,44078,f0dfcbf8e18d4958b4908c463504f031,,0,tb21-omp-z-ai-smoke-glm-5.2-20260725-222507,1,2026-07-25T22:26:58.325567Z,1888,,unknown,,unknown,36016,7164,provider_stream
20352,,2026-07-25T22:27:43.981653Z,,51,4796,,,request,tool_calls,2026-07-25T22:27:39.181707Z,2026-07-25T22:26:36.570636Z,200,2,,20525,2026-07-25T22:27:43.977308Z,glm-5.2:dev,,5202,,electronhub,,75398,85ee1f350b72418483a98a8cc37a34f8,,0,tb21-omp-electronhub-smoke-glm-5.2-dev-20260725-222507,1,2026-07-25T22:26:28.583664Z,4756,,unknown,,unknown,70598,7987,provider_stream
