api,attempts,concurrency,context_window,created_at_utc,endpoint,expected_task_count,max_retries,max_tokens,mode,model,native_timeouts,provider,proxy_url,reasoning,request_count,result_dir,results_found,run_id,schema_version,tasks,timeout_multiplier
openai-completions,1,5,262144,2026-07-29T16:27:54.062949+00:00,https://api.kourier.sh/v1,89,3,49152,full,qwen3.6-35b,True,kourier,http://host.docker.internal:8766,True,0,/home/caleb/terminal-bench-results/kourier/tb21-omp-kourier-full-qwen3.6-35b-20260729-162754,1,tb21-omp-kourier-full-qwen3.6-35b-20260729-162754,1,"['adaptive-rejection-sampler', 'bn-fit-modify', 'break-filter-js-from-html', 'build-cython-ext', 'build-pmars', 'build-pov-ray', 'caffe-cifar-10', 'cancel-async-tasks', 'chess-best-move', 'circuit-fibsqrt', 'cobol-modernization', 'code-from-image', 'compile-compcert', 'configure-git-webserver', 'constraints-scheduling', 'count-dataset-tokens', 'crack-7z-hash', 'custom-memory-heap-crash', 'db-wal-recovery', 'distribution-search', 'dna-assembly', 'dna-insert', 'extract-elf', 'extract-moves-from-video', 'feal-differential-cryptanalysis', 'feal-linear-cryptanalysis', 'filter-js-from-html', 'financial-document-processor', 'fix-code-vulnerability', 'fix-git', 'fix-ocaml-gc', 'gcode-to-text', 'git-leak-recovery', 'git-multibranch', 'gpt2-codegolf', 'headless-terminal', 'hf-model-inference', 'install-windows-3.11', 'kv-store-grpc', 'large-scale-text-editing', 'largest-eigenval', 'llm-inference-batching-scheduler', 'log-summary-date-ranges', 'mailman', 'make-doom-for-mips', 'make-mips-interpreter', 'mcmc-sampling-stan', 'merge-diff-arc-agi-task', 'model-extraction-relu-logits', 'modernize-scientific-stack', 'mteb-leaderboard', 'mteb-retrieve', 'multi-source-data-merger', 'nginx-request-logging', 'openssl-selfsigned-cert', 'overfull-hbox', 'password-recovery', 'path-tracing', 'path-tracing-reverse', 'polyglot-c-py', 'polyglot-rust-c', 'portfolio-optimization', 'protein-assembly', 'prove-plus-comm', 'pypi-server', 'pytorch-model-cli', 'pytorch-model-recovery', 'qemu-alpine-ssh', 'qemu-startup', 'query-optimize', 'raman-fitting', 'regex-chess', 'regex-log', 'reshard-c4-data', 'rstan-to-pystan', 'sam-cell-seg', 'sanitize-git-repo', 'schemelike-metacircular-eval', 'sparql-university', 'sqlite-db-truncate', 'sqlite-with-gcov', 'torch-pipeline-parallelism', 'torch-tensor-parallelism', 'train-fasttext', 'tune-mjcf', 'video-processing', 'vulnerable-secret', 'winning-avg-corewars', 'write-compressor']",8.0
openai-completions,5,4,262144,2026-07-27T22:21:06.651937+00:00,https://api.kourier.sh/v1,3,3,49152,smoke,qwen-3.6-35b,True,kourier,http://host.docker.internal:8765,True,0,/home/caleb/terminal-bench-results/kourier/tb21-omp-kourier-smoke-qwen-3.6-35b-20260727-222106,16,tb21-omp-kourier-smoke-qwen-3.6-35b-20260727-222106,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",8.0
openai-completions,5,2,262144,2026-07-27T22:45:25.230819+00:00,https://api.kourier.sh/v1,3,3,49152,smoke,qwen-3.6-35b,True,kourier,http://host.docker.internal:8765,True,0,/home/caleb/terminal-bench-results/kourier/tb21-omp-kourier-smoke-qwen-3.6-35b-20260727-224525,1,tb21-omp-kourier-smoke-qwen-3.6-35b-20260727-224525,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",8.0
openai-completions,5,2,262144,2026-07-27T22:46:24.969934+00:00,https://api.kourier.sh/v1,3,3,49152,smoke,qwen3.6-35b,True,kourier,http://host.docker.internal:8765,True,0,/home/caleb/terminal-bench-results/kourier/tb21-omp-kourier-smoke-qwen3.6-35b-20260727-224624,2,tb21-omp-kourier-smoke-qwen3.6-35b-20260727-224624,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",8.0
openai-completions,5,2,262144,2026-07-27T23:26:28.628870+00:00,https://api.kourier.sh/v1,3,3,49152,smoke,qwen3.6-35b,True,kourier,http://host.docker.internal:8765,True,0,/home/caleb/terminal-bench-results/kourier/tb21-omp-kourier-smoke-qwen3.6-35b-20260727-232628,14,tb21-omp-kourier-smoke-qwen3.6-35b-20260727-232628,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",8.0
openai-completions,1,2,262144,2026-07-28T00:50:48.871600+00:00,https://api.kourier.sh/v1,3,3,49152,smoke,qwen3.6-35b,True,kourier,http://host.docker.internal:8765,True,0,/home/caleb/terminal-bench-results/kourier/tb21-omp-kourier-smoke-qwen3.6-35b-20260728-005048,4,tb21-omp-kourier-smoke-qwen3.6-35b-20260728-005048,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",8.0
openai-completions,1,2,262144,2026-07-28T03:18:27.042036+00:00,https://api.kourier.sh/v1,3,3,49152,smoke,qwen3.6-35b,True,kourier,http://host.docker.internal:8765,True,0,/home/caleb/terminal-bench-results/kourier/tb21-omp-kourier-smoke-qwen3.6-35b-20260728-031827,4,tb21-omp-kourier-smoke-qwen3.6-35b-20260728-031827,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",8.0
openai-completions,1,2,262144,2026-07-28T03:33:23.024257+00:00,https://api.kourier.sh/v1,3,3,49152,smoke,qwen3.6-35b,True,kourier,http://host.docker.internal:8765,True,0,/home/caleb/terminal-bench-results/kourier/tb21-omp-kourier-smoke-qwen3.6-35b-20260728-033323,3,tb21-omp-kourier-smoke-qwen3.6-35b-20260728-033323,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",8.0
openai-completions,1,2,262144,2026-07-29T05:03:30.747353+00:00,https://api.kourier.sh/v1,3,3,49152,smoke,qwen3.6-35b,True,kourier,http://host.docker.internal:8765,True,0,/home/caleb/terminal-bench-results/kourier/tb21-omp-kourier-smoke-qwen3.6-35b-20260729-050330,1,tb21-omp-kourier-smoke-qwen3.6-35b-20260729-050330,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",8.0
openai-completions,5,4,262144,2026-07-27T21:31:57.087651+00:00,https://api.kourier.sh/v1,3,3,49152,smoke,qwen3.6-35b-a3b,True,kourier,http://host.docker.internal:8765,True,0,/home/caleb/terminal-bench-results/kourier/tb21-omp-kourier-smoke-qwen3.6-35b-a3b-20260727-213157,16,tb21-omp-kourier-smoke-qwen3.6-35b-a3b-20260727-213157,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",8.0
openai-completions,5,4,262144,2026-07-27T21:54:35.062736+00:00,https://api.kourier.sh/v1,3,3,49152,smoke,qwen3.6-35b-a3b,True,kourier,http://host.docker.internal:8765,True,0,/home/caleb/terminal-bench-results/kourier/tb21-omp-kourier-smoke-qwen3.6-35b-a3b-20260727-215435,16,tb21-omp-kourier-smoke-qwen3.6-35b-a3b-20260727-215435,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",8.0
openai-completions,5,4,262144,2026-07-27T22:09:03.176463+00:00,https://api.kourier.sh,3,3,49152,smoke,qwen3.6-35b-a3b,True,kourier,http://host.docker.internal:8765,True,0,/home/caleb/terminal-bench-results/kourier/tb21-omp-kourier-smoke-qwen3.6-35b-a3b-20260727-220903,5,tb21-omp-kourier-smoke-qwen3.6-35b-a3b-20260727-220903,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",8.0
openai-completions,5,4,262144,2026-07-27T22:12:42.186754+00:00,https://api.kourier.sh,3,3,49152,smoke,qwen3.6-35b-a3b,True,kourier,http://host.docker.internal:8765,True,0,/home/caleb/terminal-bench-results/kourier/tb21-omp-kourier-smoke-qwen3.6-35b-a3b-20260727-221242,15,tb21-omp-kourier-smoke-qwen3.6-35b-a3b-20260727-221242,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",8.0
openai-completions,5,4,262144,2026-07-27T22:16:08.100870+00:00,https://api.kourier.sh/v1,3,3,49152,smoke,qwen3.6-35b-a3b,True,kourier,http://host.docker.internal:8765,True,0,/home/caleb/terminal-bench-results/kourier/tb21-omp-kourier-smoke-qwen3.6-35b-a3b-20260727-221608,16,tb21-omp-kourier-smoke-qwen3.6-35b-a3b-20260727-221608,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",8.0
,1,2,,2026-07-25T22:55:52.647022+00:00,https://api.code.umans.ai,89,,,full,umans-glm-5.2,True,umans,http://host.docker.internal:8765,,0,/home/caleb/terminal-bench-results/umans/tb21-omp-umans-full-umans-glm-5.2-20260725-225552,84,tb21-omp-umans-full-umans-glm-5.2-20260725-225552,1,"['adaptive-rejection-sampler', 'bn-fit-modify', 'break-filter-js-from-html', 'build-cython-ext', 'build-pmars', 'build-pov-ray', 'caffe-cifar-10', 'cancel-async-tasks', 'chess-best-move', 'circuit-fibsqrt', 'cobol-modernization', 'code-from-image', 'compile-compcert', 'configure-git-webserver', 'constraints-scheduling', 'count-dataset-tokens', 'crack-7z-hash', 'custom-memory-heap-crash', 'db-wal-recovery', 'distribution-search', 'dna-assembly', 'dna-insert', 'extract-elf', 'extract-moves-from-video', 'feal-differential-cryptanalysis', 'feal-linear-cryptanalysis', 'filter-js-from-html', 'financial-document-processor', 'fix-code-vulnerability', 'fix-git', 'fix-ocaml-gc', 'gcode-to-text', 'git-leak-recovery', 'git-multibranch', 'gpt2-codegolf', 'headless-terminal', 'hf-model-inference', 'install-windows-3.11', 'kv-store-grpc', 'large-scale-text-editing', 'largest-eigenval', 'llm-inference-batching-scheduler', 'log-summary-date-ranges', 'mailman', 'make-doom-for-mips', 'make-mips-interpreter', 'mcmc-sampling-stan', 'merge-diff-arc-agi-task', 'model-extraction-relu-logits', 'modernize-scientific-stack', 'mteb-leaderboard', 'mteb-retrieve', 'multi-source-data-merger', 'nginx-request-logging', 'openssl-selfsigned-cert', 'overfull-hbox', 'password-recovery', 'path-tracing', 'path-tracing-reverse', 'polyglot-c-py', 'polyglot-rust-c', 'portfolio-optimization', 'protein-assembly', 'prove-plus-comm', 'pypi-server', 'pytorch-model-cli', 'pytorch-model-recovery', 'qemu-alpine-ssh', 'qemu-startup', 'query-optimize', 'raman-fitting', 'regex-chess', 'regex-log', 'reshard-c4-data', 'rstan-to-pystan', 'sam-cell-seg', 'sanitize-git-repo', 'schemelike-metacircular-eval', 'sparql-university', 'sqlite-db-truncate', 'sqlite-with-gcov', 'torch-pipeline-parallelism', 'torch-tensor-parallelism', 'train-fasttext', 'tune-mjcf', 'video-processing', 'vulnerable-secret', 'winning-avg-corewars', 'write-compressor']",
anthropic-messages,5,4,262144,2026-07-27T22:23:34.930066+00:00,https://api.code.umans.ai,89,3,49152,full,umans-qwen3.6-35b-a3b,True,umans,http://host.docker.internal:8765,True,0,/home/caleb/terminal-bench-results/umans/tb21-omp-umans-full-umans-qwen3.6-35b-a3b-20260727-222334,181,tb21-omp-umans-full-umans-qwen3.6-35b-a3b-20260727-222334,1,"['adaptive-rejection-sampler', 'bn-fit-modify', 'break-filter-js-from-html', 'build-cython-ext', 'build-pmars', 'build-pov-ray', 'caffe-cifar-10', 'cancel-async-tasks', 'chess-best-move', 'circuit-fibsqrt', 'cobol-modernization', 'code-from-image', 'compile-compcert', 'configure-git-webserver', 'constraints-scheduling', 'count-dataset-tokens', 'crack-7z-hash', 'custom-memory-heap-crash', 'db-wal-recovery', 'distribution-search', 'dna-assembly', 'dna-insert', 'extract-elf', 'extract-moves-from-video', 'feal-differential-cryptanalysis', 'feal-linear-cryptanalysis', 'filter-js-from-html', 'financial-document-processor', 'fix-code-vulnerability', 'fix-git', 'fix-ocaml-gc', 'gcode-to-text', 'git-leak-recovery', 'git-multibranch', 'gpt2-codegolf', 'headless-terminal', 'hf-model-inference', 'install-windows-3.11', 'kv-store-grpc', 'large-scale-text-editing', 'largest-eigenval', 'llm-inference-batching-scheduler', 'log-summary-date-ranges', 'mailman', 'make-doom-for-mips', 'make-mips-interpreter', 'mcmc-sampling-stan', 'merge-diff-arc-agi-task', 'model-extraction-relu-logits', 'modernize-scientific-stack', 'mteb-leaderboard', 'mteb-retrieve', 'multi-source-data-merger', 'nginx-request-logging', 'openssl-selfsigned-cert', 'overfull-hbox', 'password-recovery', 'path-tracing', 'path-tracing-reverse', 'polyglot-c-py', 'polyglot-rust-c', 'portfolio-optimization', 'protein-assembly', 'prove-plus-comm', 'pypi-server', 'pytorch-model-cli', 'pytorch-model-recovery', 'qemu-alpine-ssh', 'qemu-startup', 'query-optimize', 'raman-fitting', 'regex-chess', 'regex-log', 'reshard-c4-data', 'rstan-to-pystan', 'sam-cell-seg', 'sanitize-git-repo', 'schemelike-metacircular-eval', 'sparql-university', 'sqlite-db-truncate', 'sqlite-with-gcov', 'torch-pipeline-parallelism', 'torch-tensor-parallelism', 'train-fasttext', 'tune-mjcf', 'video-processing', 'vulnerable-secret', 'winning-avg-corewars', 'write-compressor']",8.0
anthropic-messages,5,2,262144,2026-07-27T22:32:00.485516+00:00,https://api.code.umans.ai,89,3,49152,full,umans-qwen3.6-35b-a3b,True,umans,http://host.docker.internal:8765,True,0,/home/caleb/terminal-bench-results/umans/tb21-omp-umans-full-umans-qwen3.6-35b-a3b-20260727-223200,9,tb21-omp-umans-full-umans-qwen3.6-35b-a3b-20260727-223200,1,"['adaptive-rejection-sampler', 'bn-fit-modify', 'break-filter-js-from-html', 'build-cython-ext', 'build-pmars', 'build-pov-ray', 'caffe-cifar-10', 'cancel-async-tasks', 'chess-best-move', 'circuit-fibsqrt', 'cobol-modernization', 'code-from-image', 'compile-compcert', 'configure-git-webserver', 'constraints-scheduling', 'count-dataset-tokens', 'crack-7z-hash', 'custom-memory-heap-crash', 'db-wal-recovery', 'distribution-search', 'dna-assembly', 'dna-insert', 'extract-elf', 'extract-moves-from-video', 'feal-differential-cryptanalysis', 'feal-linear-cryptanalysis', 'filter-js-from-html', 'financial-document-processor', 'fix-code-vulnerability', 'fix-git', 'fix-ocaml-gc', 'gcode-to-text', 'git-leak-recovery', 'git-multibranch', 'gpt2-codegolf', 'headless-terminal', 'hf-model-inference', 'install-windows-3.11', 'kv-store-grpc', 'large-scale-text-editing', 'largest-eigenval', 'llm-inference-batching-scheduler', 'log-summary-date-ranges', 'mailman', 'make-doom-for-mips', 'make-mips-interpreter', 'mcmc-sampling-stan', 'merge-diff-arc-agi-task', 'model-extraction-relu-logits', 'modernize-scientific-stack', 'mteb-leaderboard', 'mteb-retrieve', 'multi-source-data-merger', 'nginx-request-logging', 'openssl-selfsigned-cert', 'overfull-hbox', 'password-recovery', 'path-tracing', 'path-tracing-reverse', 'polyglot-c-py', 'polyglot-rust-c', 'portfolio-optimization', 'protein-assembly', 'prove-plus-comm', 'pypi-server', 'pytorch-model-cli', 'pytorch-model-recovery', 'qemu-alpine-ssh', 'qemu-startup', 'query-optimize', 'raman-fitting', 'regex-chess', 'regex-log', 'reshard-c4-data', 'rstan-to-pystan', 'sam-cell-seg', 'sanitize-git-repo', 'schemelike-metacircular-eval', 'sparql-university', 'sqlite-db-truncate', 'sqlite-with-gcov', 'torch-pipeline-parallelism', 'torch-tensor-parallelism', 'train-fasttext', 'tune-mjcf', 'video-processing', 'vulnerable-secret', 'winning-avg-corewars', 'write-compressor']",8.0
